"character","ascension","card","cardId","eloRating","peakRating","gamesPlayed","wins","losses","winRate"
"Defect",9,"Leap","CARD.LEAP",1505.7,1505.7,2,1,1,50.0
"Defect",4,"Ball Lightning","CARD.BALL_LIGHTNING",1505.7,1528.1,2,1,1,50.0
"Defect",0,"Tempest","CARD.TEMPEST",1505.6,1505.6,2,1,1,50.0
"Ironclad",0,"Evil Eye","CARD.EVIL_EYE",1505.6,1505.6,2,1,1,50.0
"Defect",4,"Subroutine","CARD.SUBROUTINE",1505.5,1505.5,2,1,1,50.0
"Defect",0,"Subroutine","CARD.SUBROUTINE",1505.5,1505.5,2,1,1,50.0
"Defect",4,"Fight Through","CARD.FIGHT_THROUGH",1505.4,1505.4,2,1,1,50.0
"Defect",4,"Boot Sequence","CARD.BOOT_SEQUENCE",1505.4,1505.4,2,1,1,50.0
"Ironclad",0,"Stomp","CARD.STOMP",1505.3,1546.3,4,2,2,50.0
"Regent",1,"Falling Star","CARD.FALLING_STAR",1505.2,1505.2,2,1,1,50.0
"Silent",1,"Leg Sweep","CARD.LEG_SWEEP",1504.8,1504.8,2,1,1,50.0
"Silent",0,"Shadow Step","CARD.SHADOW_STEP",1504.5,1523.8,2,1,1,50.0
"Defect",2,"Ball Lightning","CARD.BALL_LIGHTNING",1504.5,1550.7,4,2,2,50.0
"Defect",0,"Loop","CARD.LOOP",1504.2,1504.2,2,1,1,50.0
"Defect",0,"Fusion","CARD.FUSION",1504.1,1504.1,2,1,1,50.0
"Defect",0,"Scrape","CARD.SCRAPE",1504.1,1504.1,2,1,1,50.0
"Defect",0,"Creative Ai","CARD.CREATIVE_AI",1504.1,1504.1,2,1,1,50.0
"Defect",0,"Chill","CARD.CHILL",1504.1,1504.1,2,1,1,50.0
"Defect",0,"Coolant","CARD.COOLANT",1503.9,1503.9,2,1,1,50.0
"Silent",7,"Ricochet","CARD.RICOCHET",1503.6,1503.6,5,2,3,40.0
"Defect",8,"Go For The Eyes","CARD.GO_FOR_THE_EYES",1503.4,1533.6,4,2,2,50.0
"Ironclad",3,"Bloodletting","CARD.BLOODLETTING",1503.1,1503.1,2,1,1,50.0
"Ironclad",3,"Havoc","CARD.HAVOC",1503.1,1503.1,2,1,1,50.0
"Defect",6,"Boot Sequence","CARD.BOOT_SEQUENCE",1503.1,1503.1,2,1,1,50.0
"Silent",3,"Calculated Gamble","CARD.CALCULATED_GAMBLE",1503.1,1503.1,2,1,1,50.0
"Silent",3,"Backstab","CARD.BACKSTAB",1503.1,1503.1,2,1,1,50.0
"Silent",3,"Dodge And Roll","CARD.DODGE_AND_ROLL",1503.1,1503.1,2,1,1,50.0
"Silent",3,"Clumsy","CARD.CLUMSY",1503.1,1503.1,2,1,1,50.0
"Silent",4,"Afterimage","CARD.AFTERIMAGE",1502.9,1502.9,2,1,1,50.0
"Silent",4,"Flick Flack","CARD.FLICK_FLACK",1502.9,1502.9,2,1,1,50.0
"Silent",4,"Backflip","CARD.BACKFLIP",1502.9,1502.9,2,1,1,50.0
"Silent",4,"Adrenaline","CARD.ADRENALINE",1502.9,1502.9,2,1,1,50.0
"Necrobinder",0,"Times Up","CARD.TIMES_UP",1502.8,1524.0,2,1,1,50.0
"Necrobinder",0,"Debilitate","CARD.DEBILITATE",1502.6,1524.0,2,1,1,50.0
"Silent",0,"Tools Of The Trade","CARD.TOOLS_OF_THE_TRADE",1502.5,1520.2,2,1,1,50.0
"Silent",1,"Tactician","CARD.TACTICIAN",1502.5,1525.2,2,1,1,50.0
"Defect",6,"Echo Form","CARD.ECHO_FORM",1502.4,1502.4,2,1,1,50.0
"Defect",3,"Claw","CARD.CLAW",1502.1,1544.5,4,2,2,50.0
"Silent",3,"Backflip","CARD.BACKFLIP",1502.1,1502.1,2,1,1,50.0
"Silent",3,"Anticipate","CARD.ANTICIPATE",1502.1,1502.1,2,1,1,50.0
"Defect",8,"Focused Strike","CARD.FOCUSED_STRIKE",1502.1,1533.6,2,1,1,50.0
"Silent",3,"Dagger Spray","CARD.DAGGER_SPRAY",1501.9,1501.9,2,1,1,50.0
"Silent",3,"Acrobatics","CARD.ACROBATICS",1501.9,1501.9,2,1,1,50.0
"Defect",1,"Genetic Algorithm","CARD.GENETIC_ALGORITHM",1501.8,1501.8,2,1,1,50.0
"Defect",1,"Capacitor","CARD.CAPACITOR",1501.8,1501.8,2,1,1,50.0
"Silent",7,"Dagger Throw","CARD.DAGGER_THROW",1501.8,1501.8,2,1,1,50.0
"Defect",4,"Cold Snap","CARD.COLD_SNAP",1501.8,1528.1,2,1,1,50.0
"Silent",0,"Leading Strike","CARD.LEADING_STRIKE",1501.7,1526.8,7,3,4,42.9
"Defect",3,"White Noise","CARD.WHITE_NOISE",1500.9,1523.2,2,1,1,50.0
"Defect",6,"Thunder","CARD.THUNDER",1500.7,1525.5,2,1,1,50.0
"Defect",8,"Chill","CARD.CHILL",1499.8,1500.0,2,1,1,50.0
"Silent",5,"Expose","CARD.EXPOSE",1499.0,1500.0,2,1,1,50.0
"Silent",5,"Bubble Bubble","CARD.BUBBLE_BUBBLE",1499.0,1500.0,2,1,1,50.0
"Silent",5,"Corrosive Wave","CARD.CORROSIVE_WAVE",1499.0,1500.0,2,1,1,50.0
"Silent",5,"Adrenaline","CARD.ADRENALINE",1499.0,1500.0,2,1,1,50.0
"Necrobinder",0,"Parse","CARD.PARSE",1498.7,1524.0,2,1,1,50.0
"Silent",5,"Envenom","CARD.ENVENOM",1498.7,1500.0,2,1,1,50.0
"Silent",4,"Prepared","CARD.PREPARED",1498.4,1500.0,7,3,4,42.9
"Silent",4,"Anticipate","CARD.ANTICIPATE",1497.8,1500.0,2,1,1,50.0
"Defect",5,"Flak Cannon","CARD.FLAK_CANNON",1497.6,1500.0,2,1,1,50.0
"Defect",8,"Lightning Rod","CARD.LIGHTNING_ROD",1497.6,1533.6,4,2,2,50.0
"Defect",5,"Ice Lance","CARD.ICE_LANCE",1497.3,1500.0,2,1,1,50.0
"Defect",9,"Ice Lance","CARD.ICE_LANCE",1497.1,1532.5,2,1,1,50.0
"Ironclad",0,"Spite","CARD.SPITE",1497.1,1524.0,5,2,3,40.0
"Silent",1,"Calculated Gamble","CARD.CALCULATED_GAMBLE",1496.7,1525.2,8,3,5,37.5
"Defect",6,"Fight Through","CARD.FIGHT_THROUGH",1496.7,1525.5,2,1,1,50.0
"Defect",9,"Chill","CARD.CHILL",1496.4,1500.0,2,1,1,50.0
"Defect",8,"Overclock","CARD.OVERCLOCK",1496.3,1533.6,2,1,1,50.0
"Defect",8,"Ftl","CARD.FTL",1496.2,1500.0,2,1,1,50.0
"Defect",9,"Loop","CARD.LOOP",1495.9,1500.0,2,1,1,50.0
"Defect",6,"Charge Battery","CARD.CHARGE_BATTERY",1495.9,1530.7,6,3,3,50.0
"Defect",9,"Beam Cell","CARD.BEAM_CELL",1495.4,1500.0,2,1,1,50.0
"Defect",9,"All For One","CARD.ALL_FOR_ONE",1495.4,1500.0,2,1,1,50.0
"Defect",5,"Compact","CARD.COMPACT",1495.0,1500.0,7,3,4,42.9
"Silent",0,"Expertise","CARD.EXPERTISE",1494.7,1520.2,2,1,1,50.0
"Silent",1,"Sucker Punch","CARD.SUCKER_PUNCH",1494.5,1500.0,3,1,2,33.3
"Silent",5,"The Hunt","CARD.THE_HUNT",1494.3,1500.0,2,1,1,50.0
"Defect",8,"Loop","CARD.LOOP",1494.2,1500.0,2,1,1,50.0
"Silent",1,"Prepared","CARD.PREPARED",1494.0,1525.2,5,2,3,40.0
"Defect",9,"Charge Battery","CARD.CHARGE_BATTERY",1493.5,1536.7,6,3,3,50.0
"Silent",5,"Haze","CARD.HAZE",1493.4,1500.0,2,1,1,50.0
"Defect",3,"Lightning Rod","CARD.LIGHTNING_ROD",1493.3,1523.2,5,2,3,40.0
"Defect",9,"Boot Sequence","CARD.BOOT_SEQUENCE",1493.2,1500.0,4,2,2,50.0
"Defect",4,"Scrape","CARD.SCRAPE",1493.0,1500.0,3,1,2,33.3
"Defect",3,"Scrape","CARD.SCRAPE",1492.5,1523.2,5,2,3,40.0
"Defect",6,"Clumsy","CARD.CLUMSY",1492.4,1525.5,2,1,1,50.0
"Necrobinder",1,"Reave","CARD.REAVE",1492.2,1500.0,3,1,2,33.3
"Silent",1,"Adrenaline","CARD.ADRENALINE",1492.0,1500.0,3,1,2,33.3
"Silent",0,"Dagger Throw","CARD.DAGGER_THROW",1492.0,1500.0,3,1,2,33.3
"Necrobinder",2,"Bodyguard","CARD.BODYGUARD",1491.9,1500.0,3,1,2,33.3
"Necrobinder",2,"The Scythe","CARD.THE_SCYTHE",1491.9,1500.0,3,1,2,33.3
"Necrobinder",2,"Defy","CARD.DEFY",1491.9,1500.0,3,1,2,33.3
"Ironclad",0,"Whirlwind","CARD.WHIRLWIND",1491.4,1500.0,6,2,4,33.3
"Defect",1,"Lightning Rod","CARD.LIGHTNING_ROD",1491.1,1500.0,3,1,2,33.3
"Ironclad",0,"Body Slam","CARD.BODY_SLAM",1490.6,1500.0,3,1,2,33.3
"Defect",1,"Modded","CARD.MODDED",1490.2,1500.0,3,1,2,33.3
"Defect",0,"Double Energy","CARD.DOUBLE_ENERGY",1489.4,1500.0,3,1,2,33.3
"Silent",0,"Tracking","CARD.TRACKING",1489.3,1523.8,3,1,2,33.3
"Silent",7,"Noxious Fumes","CARD.NOXIOUS_FUMES",1488.9,1500.0,3,1,2,33.3
"Silent",7,"Hidden Daggers","CARD.HIDDEN_DAGGERS",1488.1,1500.0,3,1,2,33.3
"Defect",0,"Genetic Algorithm","CARD.GENETIC_ALGORITHM",1488.1,1500.0,3,1,2,33.3
"Defect",0,"Uproar","CARD.UPROAR",1487.8,1500.0,3,1,2,33.3
"Defect",0,"Sweeping Beam","CARD.SWEEPING_BEAM",1487.8,1500.0,3,1,2,33.3
"Defect",6,"Ftl","CARD.FTL",1487.7,1500.0,3,1,2,33.3
"Silent",0,"Sucker Punch","CARD.SUCKER_PUNCH",1487.5,1500.0,3,1,2,33.3
"Ironclad",0,"Thrash","CARD.THRASH",1487.4,1524.0,3,1,2,33.3
"Ironclad",0,"Pommel Strike","CARD.POMMEL_STRIKE",1487.4,1524.0,3,1,2,33.3
"Defect",9,"Greed","CARD.GREED",1487.3,1532.5,2,1,1,50.0
"Necrobinder",0,"Fetch","CARD.FETCH",1487.0,1500.0,3,1,2,33.3
"Defect",1,"Spinner","CARD.SPINNER",1486.8,1500.0,3,1,2,33.3
"Necrobinder",1,"Unleash","CARD.UNLEASH",1486.6,1500.0,3,1,2,33.3
"Necrobinder",1,"Pull Aggro","CARD.PULL_AGGRO",1486.6,1500.0,3,1,2,33.3
"Defect",4,"Barrage","CARD.BARRAGE",1485.7,1500.0,3,1,2,33.3
"Necrobinder",0,"Oblivion","CARD.OBLIVION",1485.6,1500.0,3,1,2,33.3
"Silent",4,"Accelerant","CARD.ACCELERANT",1485.5,1500.0,3,1,2,33.3
"Defect",10,"Shadow Shield","CARD.SHADOW_SHIELD",1484.2,1536.0,3,1,2,33.3
"Defect",6,"Overclock","CARD.OVERCLOCK",1484.0,1500.0,3,1,2,33.3
"Defect",6,"Leap","CARD.LEAP",1483.9,1500.0,3,1,2,33.3
"Ironclad",0,"Uppercut","CARD.UPPERCUT",1483.8,1500.0,1,0,1,0.0
"Ironclad",0,"Juggling","CARD.JUGGLING",1483.8,1500.0,1,0,1,0.0
"Ironclad",0,"Havoc","CARD.HAVOC",1483.8,1500.0,1,0,1,0.0
"Silent",0,"Debt","CARD.DEBT",1483.8,1500.0,1,0,1,0.0
"Ironclad",0,"Burning Pact","CARD.BURNING_PACT",1483.7,1500.0,1,0,1,0.0
"Ironclad",0,"Brightest Flame","CARD.BRIGHTEST_FLAME",1483.7,1500.0,1,0,1,0.0
"Ironclad",0,"Howl From Beyond","CARD.HOWL_FROM_BEYOND",1483.7,1500.0,1,0,1,0.0
"Necrobinder",0,"Eradicate","CARD.ERADICATE",1483.6,1500.0,1,0,1,0.0
"Necrobinder",0,"Dirge","CARD.DIRGE",1483.5,1500.0,1,0,1,0.0
"Necrobinder",0,"Spur","CARD.SPUR",1483.5,1500.0,1,0,1,0.0
"Necrobinder",0,"Melancholy","CARD.MELANCHOLY",1483.5,1500.0,1,0,1,0.0
"Necrobinder",0,"Reaper Form","CARD.REAPER_FORM",1483.5,1500.0,1,0,1,0.0
"Necrobinder",0,"Exterminate","CARD.EXTERMINATE",1483.5,1500.0,1,0,1,0.0
"Silent",7,"Backflip","CARD.BACKFLIP",1483.4,1500.0,3,1,2,33.3
"Silent",1,"Storm Of Steel","CARD.STORM_OF_STEEL",1483.4,1500.0,1,0,1,0.0
"Silent",1,"Dagger Spray","CARD.DAGGER_SPRAY",1483.4,1500.0,1,0,1,0.0
"Silent",1,"Accuracy","CARD.ACCURACY",1483.4,1500.0,1,0,1,0.0
"Silent",0,"Survivor","CARD.SURVIVOR",1483.3,1520.2,10,4,6,40.0
"Defect",3,"Cold Snap","CARD.COLD_SNAP",1483.3,1523.2,3,1,2,33.3
"Defect",3,"Sweeping Beam","CARD.SWEEPING_BEAM",1483.3,1523.2,3,1,2,33.3
"Regent",0,"Monologue","CARD.MONOLOGUE",1483.1,1500.0,1,0,1,0.0
"Regent",0,"Gold Axe","CARD.GOLD_AXE",1483.1,1500.0,1,0,1,0.0
"Regent",0,"Crash Landing","CARD.CRASH_LANDING",1483.1,1500.0,1,0,1,0.0
"Ironclad",0,"Greed","CARD.GREED",1483.1,1500.0,1,0,1,0.0
"Ironclad",0,"Dominate","CARD.DOMINATE",1483.1,1500.0,1,0,1,0.0
"Ironclad",0,"Exterminate","CARD.EXTERMINATE",1483.1,1500.0,1,0,1,0.0
"Defect",0,"Capacitor","CARD.CAPACITOR",1482.8,1500.0,1,0,1,0.0
"Defect",0,"Byrd Swoop","CARD.BYRD_SWOOP",1482.8,1500.0,1,0,1,0.0
"Defect",0,"Shatter","CARD.SHATTER",1482.8,1500.0,1,0,1,0.0
"Defect",0,"Defragment","CARD.DEFRAGMENT",1482.8,1500.0,1,0,1,0.0
"Regent",0,"Furnace","CARD.FURNACE",1482.8,1500.0,1,0,1,0.0
"Regent",0,"Seeking Edge","CARD.SEEKING_EDGE",1482.8,1500.0,1,0,1,0.0
"Silent",4,"Piercing Wail","CARD.PIERCING_WAIL",1482.7,1500.0,3,1,2,33.3
"Silent",4,"Tactician","CARD.TACTICIAN",1482.7,1500.0,3,1,2,33.3
"Defect",0,"Rainbow","CARD.RAINBOW",1482.6,1500.0,1,0,1,0.0
"Defect",0,"All For One","CARD.ALL_FOR_ONE",1482.6,1500.0,1,0,1,0.0
"Ironclad",0,"True Grit","CARD.TRUE_GRIT",1482.5,1500.0,1,0,1,0.0
"Silent",3,"Snakebite","CARD.SNAKEBITE",1482.5,1500.0,3,1,2,33.3
"Silent",0,"Leg Sweep","CARD.LEG_SWEEP",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Greed","CARD.GREED",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Deadly Poison","CARD.DEADLY_POISON",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Footwork","CARD.FOOTWORK",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Speedster","CARD.SPEEDSTER",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Nightmare","CARD.NIGHTMARE",1482.4,1500.0,1,0,1,0.0
"Silent",0,"Storm Of Steel","CARD.STORM_OF_STEEL",1482.4,1500.0,1,0,1,0.0
"Defect",1,"Peck","CARD.PECK",1482.4,1500.0,1,0,1,0.0
"Defect",1,"Hailstorm","CARD.HAILSTORM",1482.4,1500.0,1,0,1,0.0
"Defect",1,"Feral","CARD.FERAL",1482.4,1500.0,1,0,1,0.0
"Silent",1,"Poor Sleep","CARD.POOR_SLEEP",1482.3,1500.0,1,0,1,0.0
"Silent",1,"Tracking","CARD.TRACKING",1482.3,1500.0,1,0,1,0.0
"Silent",1,"Metamorphosis","CARD.METAMORPHOSIS",1482.3,1500.0,1,0,1,0.0
"Necrobinder",1,"Snap","CARD.SNAP",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Severance","CARD.SEVERANCE",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Pull From Below","CARD.PULL_FROM_BELOW",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Undeath","CARD.UNDEATH",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Necro Mastery","CARD.NECRO_MASTERY",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Protector","CARD.PROTECTOR",1482.2,1500.0,1,0,1,0.0
"Necrobinder",1,"Spur","CARD.SPUR",1482.2,1500.0,1,0,1,0.0
"Defect",5,"Subroutine","CARD.SUBROUTINE",1482.1,1500.0,8,3,5,37.5
"Necrobinder",1,"Reap","CARD.REAP",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Neurosurge","CARD.NEUROSURGE",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Defile","CARD.DEFILE",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Death March","CARD.DEATH_MARCH",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Footwork","CARD.FOOTWORK",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Debilitate","CARD.DEBILITATE",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Sic Em","CARD.SIC_EM",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Dredge","CARD.DREDGE",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Bury","CARD.BURY",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Soul Storm","CARD.SOUL_STORM",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Friendship","CARD.FRIENDSHIP",1482.0,1500.0,1,0,1,0.0
"Necrobinder",1,"Devour Life","CARD.DEVOUR_LIFE",1482.0,1500.0,1,0,1,0.0
"Regent",0,"Seven Stars","CARD.SEVEN_STARS",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Decisions Decisions","CARD.DECISIONS_DECISIONS",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Convergence","CARD.CONVERGENCE",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Genesis","CARD.GENESIS",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Comet","CARD.COMET",1481.9,1500.0,1,0,1,0.0
"Regent",0,"The Sealed Throne","CARD.THE_SEALED_THRONE",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Charge","CARD.CHARGE",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Production","CARD.PRODUCTION",1481.9,1500.0,1,0,1,0.0
"Regent",0,"Hand Of Greed","CARD.HAND_OF_GREED",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Splash","CARD.SPLASH",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Chill","CARD.CHILL",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Momentum Strike","CARD.MOMENTUM_STRIKE",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Iteration","CARD.ITERATION",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Storm","CARD.STORM",1481.9,1500.0,1,0,1,0.0
"Defect",1,"Double Energy","CARD.DOUBLE_ENERGY",1481.9,1500.0,1,0,1,0.0
"Silent",1,"Ricochet","CARD.RICOCHET",1481.8,1500.0,1,0,1,0.0
"Silent",1,"Well Laid Plans","CARD.WELL_LAID_PLANS",1481.8,1500.0,1,0,1,0.0
"Silent",1,"Suppress","CARD.SUPPRESS",1481.8,1500.0,1,0,1,0.0
"Silent",1,"Serpent Form","CARD.SERPENT_FORM",1481.8,1500.0,1,0,1,0.0
"Silent",1,"Blur","CARD.BLUR",1481.8,1500.0,1,0,1,0.0
"Necrobinder",0,"Severance","CARD.SEVERANCE",1481.8,1500.0,1,0,1,0.0
"Ironclad",0,"Rage","CARD.RAGE",1481.8,1500.0,1,0,1,0.0
"Ironclad",0,"Cascade","CARD.CASCADE",1481.8,1500.0,1,0,1,0.0
"Ironclad",0,"Tremble","CARD.TREMBLE",1481.8,1500.0,1,0,1,0.0
"Silent",1,"Flick Flack","CARD.FLICK_FLACK",1481.7,1570.1,10,4,6,40.0
"Defect",3,"Momentum Strike","CARD.MOMENTUM_STRIKE",1481.6,1500.0,1,0,1,0.0
"Defect",3,"Overclock","CARD.OVERCLOCK",1481.6,1500.0,1,0,1,0.0
"Defect",3,"Boot Sequence","CARD.BOOT_SEQUENCE",1481.6,1500.0,1,0,1,0.0
"Defect",3,"Genetic Algorithm","CARD.GENETIC_ALGORITHM",1481.6,1500.0,1,0,1,0.0
"Defect",3,"Reboot","CARD.REBOOT",1481.6,1500.0,1,0,1,0.0
"Necrobinder",2,"Seance","CARD.SEANCE",1481.5,1500.0,1,0,1,0.0
"Necrobinder",2,"Friendship","CARD.FRIENDSHIP",1481.5,1500.0,1,0,1,0.0
"Necrobinder",2,"Haunt","CARD.HAUNT",1481.5,1500.0,1,0,1,0.0
"Necrobinder",2,"Shroud","CARD.SHROUD",1481.5,1500.0,1,0,1,0.0
"Defect",3,"Tempest","CARD.TEMPEST",1481.4,1523.2,3,1,2,33.3
"Defect",3,"Spinner","CARD.SPINNER",1481.4,1523.2,3,1,2,33.3
"Defect",1,"Subroutine","CARD.SUBROUTINE",1481.3,1500.0,1,0,1,0.0
"Defect",1,"Greed","CARD.GREED",1481.3,1500.0,1,0,1,0.0
"Defect",1,"Multi Cast","CARD.MULTI_CAST",1481.3,1500.0,1,0,1,0.0
"Defect",1,"Smokestack","CARD.SMOKESTACK",1481.3,1500.0,1,0,1,0.0
"Defect",1,"Dark Shackles","CARD.DARK_SHACKLES",1481.3,1500.0,1,0,1,0.0
"Defect",1,"Machine Learning","CARD.MACHINE_LEARNING",1481.3,1500.0,1,0,1,0.0
"Defect",0,"Machine Learning","CARD.MACHINE_LEARNING",1481.3,1500.0,1,0,1,0.0
"Defect",8,"Boot Sequence","CARD.BOOT_SEQUENCE",1481.2,1500.0,3,1,2,33.3
"Defect",1,"Null","CARD.NULL",1481.0,1500.0,1,0,1,0.0
"Defect",0,"Neows Fury","CARD.NEOWS_FURY",1481.0,1500.0,1,0,1,0.0
"Defect",0,"Charge Battery","CARD.CHARGE_BATTERY",1481.0,1500.0,1,0,1,0.0
"Defect",0,"Shadow Shield","CARD.SHADOW_SHIELD",1481.0,1500.0,1,0,1,0.0
"Defect",0,"Doubt","CARD.DOUBT",1481.0,1500.0,1,0,1,0.0
"Regent",0,"Arsenal","CARD.ARSENAL",1480.7,1500.0,1,0,1,0.0
"Regent",0,"Heirloom Hammer","CARD.HEIRLOOM_HAMMER",1480.7,1500.0,1,0,1,0.0
"Regent",0,"Dark Shackles","CARD.DARK_SHACKLES",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Defile","CARD.DEFILE",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Devour Life","CARD.DEVOUR_LIFE",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Protector","CARD.PROTECTOR",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Graveblast","CARD.GRAVEBLAST",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Metamorphosis","CARD.METAMORPHOSIS",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Clumsy","CARD.CLUMSY",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Deaths Door","CARD.DEATHS_DOOR",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Banshees Cry","CARD.BANSHEES_CRY",1480.7,1500.0,1,0,1,0.0
"Necrobinder",2,"Mad Science","CARD.MAD_SCIENCE",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Fight Through","CARD.FIGHT_THROUGH",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Trash To Treasure","CARD.TRASH_TO_TREASURE",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Glasswork","CARD.GLASSWORK",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Buffer","CARD.BUFFER",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Iteration","CARD.ITERATION",1480.7,1500.0,1,0,1,0.0
"Necrobinder",0,"Countdown","CARD.COUNTDOWN",1480.7,1500.0,1,0,1,0.0
"Necrobinder",0,"Lethality","CARD.LETHALITY",1480.7,1500.0,1,0,1,0.0
"Defect",3,"Gunk Up","CARD.GUNK_UP",1480.6,1500.0,1,0,1,0.0
"Defect",3,"Feral","CARD.FERAL",1480.6,1500.0,1,0,1,0.0
"Silent",0,"Flechettes","CARD.FLECHETTES",1480.6,1500.0,1,0,1,0.0
"Silent",0,"Clumsy","CARD.CLUMSY",1480.6,1500.0,1,0,1,0.0
"Silent",0,"Automation","CARD.AUTOMATION",1480.6,1500.0,1,0,1,0.0
"Silent",1,"Survivor","CARD.SURVIVOR",1480.6,1525.2,6,2,4,33.3
"Silent",1,"Untouchable","CARD.UNTOUCHABLE",1480.6,1525.2,6,2,4,33.3
"Necrobinder",0,"Death March","CARD.DEATH_MARCH",1480.6,1500.0,3,1,2,33.3
"Silent",4,"Bubble Bubble","CARD.BUBBLE_BUBBLE",1480.6,1500.0,3,1,2,33.3
"Silent",0,"Calculated Gamble","CARD.CALCULATED_GAMBLE",1480.5,1500.0,4,1,3,25.0
"Defect",10,"Hailstorm","CARD.HAILSTORM",1480.4,1536.0,3,1,2,33.3
"Necrobinder",0,"Scourge","CARD.SCOURGE",1480.3,1500.0,1,0,1,0.0
"Defect",5,"Smokestack","CARD.SMOKESTACK",1480.2,1500.0,1,0,1,0.0
"Necrobinder",0,"Transfigure","CARD.TRANSFIGURE",1480.2,1500.0,1,0,1,0.0
"Necrobinder",0,"Call Of The Void","CARD.CALL_OF_THE_VOID",1480.2,1500.0,1,0,1,0.0
"Necrobinder",0,"Seance","CARD.SEANCE",1480.2,1500.0,1,0,1,0.0
"Necrobinder",0,"Shame","CARD.SHAME",1480.2,1500.0,1,0,1,0.0
"Defect",2,"Spoils Map","CARD.SPOILS_MAP",1480.1,1500.0,1,0,1,0.0
"Defect",2,"Subroutine","CARD.SUBROUTINE",1480.1,1500.0,1,0,1,0.0
"Defect",2,"Echo Form","CARD.ECHO_FORM",1480.1,1500.0,1,0,1,0.0
"Defect",2,"Fight Through","CARD.FIGHT_THROUGH",1480.1,1500.0,1,0,1,0.0
"Defect",4,"Thunder","CARD.THUNDER",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Greed","CARD.GREED",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Spinner","CARD.SPINNER",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Tempest","CARD.TEMPEST",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Tesla Coil","CARD.TESLA_COIL",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Chaos","CARD.CHAOS",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Ftl","CARD.FTL",1480.0,1500.0,1,0,1,0.0
"Defect",4,"Hailstorm","CARD.HAILSTORM",1479.8,1500.0,1,0,1,0.0
"Defect",4,"Ice Lance","CARD.ICE_LANCE",1479.8,1500.0,1,0,1,0.0
"Defect",4,"Squash","CARD.SQUASH",1479.8,1500.0,1,0,1,0.0
"Defect",4,"Doubt","CARD.DOUBT",1479.8,1500.0,1,0,1,0.0
"Defect",6,"Hologram","CARD.HOLOGRAM",1479.7,1525.5,5,2,3,40.0
"Defect",3,"Glacier","CARD.GLACIER",1479.7,1500.0,1,0,1,0.0
"Defect",3,"Adaptive Strike","CARD.ADAPTIVE_STRIKE",1479.7,1500.0,1,0,1,0.0
"Necrobinder",0,"Dredge","CARD.DREDGE",1479.6,1500.0,1,0,1,0.0
